original_path,quarantine_path,kept_canonical,sha256
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.docx,7407e14e91162e5abdd8f6d1145a85906c6a07107dc63f2733640384e1513015
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.docx,7407e14e91162e5abdd8f6d1145a85906c6a07107dc63f2733640384e1513015
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,ef68ab400f17b7cb49fcf10c88f36b4da2569bd444e0a852c09c2b9d2f750c99
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,ef68ab400f17b7cb49fcf10c88f36b4da2569bd444e0a852c09c2b9d2f750c99
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Facilitator_Teaching_Script_and_Answer_Keys.pdf,ef68ab400f17b7cb49fcf10c88f36b4da2569bd444e0a852c09c2b9d2f750c99
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_SHORT_REVAMP.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_SHORT_REVAMP.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_SHORT_REVAMP.pptx,327f71c2623407e189aa96ee3810c179183e4f9c630299bfeb75bf3175300553
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/03_Evidence_Table_and_Quality/Family_Therapy_Evidence_Database.xlsx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/03_Evidence_Table_and_Quality/Family_Therapy_Evidence_Database.xlsx,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/03_Evidence_Table_and_Quality/Family_Therapy_Evidence_Database.xlsx,49ef110ce42a06dcaf314545033fb0b69d22cd26c3b263ed9070f6b5c4972152
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_Click_Map_and_60min_Cut.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_Click_Map_and_60min_Cut.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_Click_Map_and_60min_Cut.docx,4a8a9db88091a7fadd067134ee887aebc4a8d664380f895705834cba2d727698
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_Click_Map_and_60min_Cut.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_Click_Map_and_60min_Cut.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_Click_Map_and_60min_Cut.pdf,5598ff7e47855b6694ec212a98b1cc97f05e9deacc74e1008efe62a9eb4323df
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Speaker_Notes.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Speaker_Notes.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Speaker_Notes.docx,191bfc6b600ab3e32df40a4d89f813116cb6431dfc2503f0ebc6a9bb813279f4
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Speaker_Notes.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Speaker_Notes.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Speaker_Notes.pdf,1599c53aad3d0e6d29a67ae92ee77814360ff9d125300d5184035600434a2345
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Inpatient_Didactic_REVAMP_preview.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Inpatient_Didactic_REVAMP_preview.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Inpatient_Didactic_REVAMP_preview.pdf,fa5cc2fee0940f584c10b015ded7fa25833b816b42d7745b09be8bffd29253d4
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Integrated_REVAMP_preview.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Integrated_REVAMP_preview.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Integrated_REVAMP_preview.pdf,e7b03523a1844838a6b10b7efda8eb354e70bf091641614a525339b869369c5a
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/Family_Therapy_on_the_Inpatient_Unit_Revamp.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/Family_Therapy_on_the_Inpatient_Unit_Revamp.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/Family_Therapy_on_the_Inpatient_Unit_Revamp.pptx,974b517bf45c0d2cd1554c40105df1b30d05a8d1f045d89497f7220342e2da8e
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/Family_Therapy_on_the_Inpatient_Unit_Revamp_v2_Integrated.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/Family_Therapy_on_the_Inpatient_Unit_Revamp_v2_Integrated.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/Family_Therapy_on_the_Inpatient_Unit_Revamp_v2_Integrated.pptx,32d7704aa7a09d5074cc77f14b9fd21e68125a1b9a064b543f90f195246c2731
/Users/jm/Clinical/ED-Psych-Capstone/HANDOFF-Jacob-Hopalian-Capstone-Package.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/ED-Psych-Capstone/HANDOFF-Jacob-Hopalian-Capstone-Package.docx,/Users/jm/Code/reconnect-psychiatry-system/teaching/ed-psych-capstone/HANDOFF-Jacob-Hopalian-Capstone-Package.docx,5563afe7617b4c9ac25e651ab7187286bdab53b5389869ef346a65e266c36813
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/06-handout/Handout.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/06-handout/Handout.pdf,/Users/jm/Code/reconnect-psychiatry-system/docs/project-management/Psychiatry-Unit-Education/06-external-meetings/2026-06-09_MaineHealth-Dinner/06-handout/Handout.pdf,a9861aab71e3838b415b69155220de3ae793eb736efee8deccfffae92d16e820
/Users/jm/Clinical/Teaching/landmark-psychiatry-teaching-guide_desktop.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Teaching/landmark-psychiatry-teaching-guide_desktop.docx,/Users/jm/Clinical/Teaching/landmark-psychiatry-teaching-guide.docx,3b1906ac5a5f044d842965fc2209ed706695649b6c9a4b2df34e2925c9d7a308
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/00_Master_Database/master_evidence.json,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/00_Master_Database/master_evidence.json,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/00_Master_Database/master_evidence.json,135242b001c9112dd468cafbd9e1d2eea9aec77c6c776c23bfdf9154bc564687
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/00_Master_Database/master_evidence.csv,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/00_Master_Database/master_evidence.csv,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/00_Master_Database/master_evidence.csv,38718382c38a2ea05ac9d65d72ec8a5c01a94b7c5c38d129066d5576ea3349bb
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/memorize_card.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/memorize_card.html,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/10_MedStaff_Dinner_June9/mockups_clean/memorize_card.html,361cb164201249e81908beab3503b1e2e05e7c6a3e5cdaf869dbdd0a618760a6
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/onepager.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/onepager.html,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/10_MedStaff_Dinner_June9/mockups_clean/onepager.html,bc9aa44d19c9cb30bb568d791b878ea61a3ba1e2d7f3bcca466c0a7046290edf
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Pocket_Guide_60min_Family_Meeting.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Pocket_Guide_60min_Family_Meeting.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Pocket_Guide_60min_Family_Meeting.docx,12050e458a8db72515ca9f873ed9b6e049b963dadf4e4a3d1adf9ea4b720e685
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Pocket_Guide_60min_Family_Meeting.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Pocket_Guide_60min_Family_Meeting.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Pocket_Guide_60min_Family_Meeting.pdf,1052b5c960837534b9c3c7d271db6a5030361033f99352a4503b469697309d6a
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Presenter_Script_90min.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Presenter_Script_90min.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Presenter_Script_90min.pdf,9619a03f337da6bc29a185c1112046bedc14ddded2d7b47996cbe9a2c21254f4
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Presenter_Script_90min.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Presenter_Script_90min.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Presenter_Script_90min.docx,9ed89cbb0bf9dab5501cf0590791e92dd447f25f9994771b1f5e64e81a61d2d6
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/README.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/README.md,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-Revamp-2026-06-15/README.md,d47bab33e497f4095758841fc868ef616c2d2fe1b78a30106623096e02b721a2
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.pdf,23e26833d4eaa5bfeb08de33883f536ce2166bab07df754620588d85e7f311c3
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.pdf,23e26833d4eaa5bfeb08de33883f536ce2166bab07df754620588d85e7f311c3
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.pdf,23e26833d4eaa5bfeb08de33883f536ce2166bab07df754620588d85e7f311c3
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.docx,d85da9f4fd43d20ab316b3ca54b38934a1bb4f782daf1c1b5a7466d63dbdaab1
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.docx,d85da9f4fd43d20ab316b3ca54b38934a1bb4f782daf1c1b5a7466d63dbdaab1
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Resident_Handout_2page.docx,d85da9f4fd43d20ab316b3ca54b38934a1bb4f782daf1c1b5a7466d63dbdaab1
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page_v2.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page_v2.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page_v2.docx,bf4efb8f0ed85c67b7e3f2f151de0c798e48b7ae0ed3cf723fa9cee66a6e38f9
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page_v2.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page_v2.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Resident_Handout_2page_v2.pdf,7d994f8cf1c81c5d98edfe0168fd0e98dbaccd9269dacbce25ef254cdfe6b774
/Users/jm/Clinical/ED-Psych-Capstone/Evaluation-Tools/Staff-Usability-Survey.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/ED-Psych-Capstone/Evaluation-Tools/Staff-Usability-Survey.pdf,/Users/jm/Code/reconnect-psychiatry-system/teaching/ed-psych-capstone/Evaluation-Tools/Staff-Usability-Survey.pdf,55eace205e7209658c5c040a72b02910c3138022c8594e5d58ced50aa06eb102
/Users/jm/Clinical/ED-Psych-Capstone/Capstone-Report/Stakeholder-Engagement-Map.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/ED-Psych-Capstone/Capstone-Report/Stakeholder-Engagement-Map.pdf,/Users/jm/Code/reconnect-psychiatry-system/teaching/ed-psych-capstone/Capstone-Report/Stakeholder-Engagement-Map.pdf,69f5b323560c5274e869ca24fdaf3f9e61eb67493960d14f0903117810c85146
/Users/jm/Media/NotebookLM-Audio/whisper-transcripts/Streamlining_Dr.txt,/Users/jm/_Dedupe_Quarantine_2026-06-26/Media/NotebookLM-Audio/whisper-transcripts/Streamlining_Dr.txt,/Users/jm/Code/reconnect-psychiatry-system/teaching/notebooklm-projects/13_Audio_Overviews/transcripts/Streamlining_Dr.txt,a8bb1fd6d7dd29273d4124cd8279f36896f86bfff422c3f67d3b7199e1615fca
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Faculty_Facilitator_Guide_1page.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Faculty_Facilitator_Guide_1page.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Faculty_Facilitator_Guide_1page.docx,1799c1a61b01e50e3b079a3fb4c5c535d6a4e9067fde3b4d71c1bbc067e99fcf
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Faculty_Facilitator_Guide_1page.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Faculty_Facilitator_Guide_1page.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Faculty_Facilitator_Guide_1page.pdf,753a490d3f84b464c9dd11a382381d06ff543f77a012bc9cbb9b056f1592623c
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/06-handout/Handout.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/06-handout/Handout.html,/Users/jm/Code/reconnect-psychiatry-system/docs/project-management/Psychiatry-Unit-Education/06-external-meetings/2026-06-09_MaineHealth-Dinner/06-handout/Handout.html,e69ee4544cca8fb2a0161aa17f881d10c39dac2f93ca7d95806b39c3b631cc1c
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/deploy-site/.netlify/plugins/package-lock.json,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/deploy-site/.netlify/plugins/package-lock.json,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/deploy-site/.netlify/plugins/package-lock.json,5399c0b77dd70cb8e5d6d0e4cf331f39bcac17f28be834939a9ebabca83d90a7
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/07-ecosystem-mockups/RecoveryCompanion-Mockup.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/07-ecosystem-mockups/RecoveryCompanion-Mockup.html,/Users/jm/Code/reconnect-psychiatry-system/docs/project-management/Psychiatry-Unit-Education/06-external-meetings/2026-06-09_MaineHealth-Dinner/07-ecosystem-mockups/RecoveryCompanion-Mockup.html,dd56dacc45b447c2f7cae0f1b1c277709a39c26e65561dd53b06962fd1a5bbf6
