id,status,category,type,difficulty,high_yield,competency,source_pages,stem,options,answer_key,answer_text,why,pearl,evidence
qb_cog_011,attested,neurocog,sba,2,True,dx,t_neurocog.md,"A 58-year-old man is brought to the emergency department by his wife, who reports an 18-month history of increasingly disinhibited behavior — making inappropriate sexual comments to strangers, hoarding food, and neglecting hygiene. He has no memory complaints, names and recognizes objects normally, and denies mood symptoms. Neuropsychological testing shows prominent executive dysfunction with intact episodic memory. Most likely diagnosis?","A. Bipolar disorder — new-onset mania presents with disinhibition, impulsivity, and executive dysfunction in midlife. | B. Behavioral-variant frontotemporal dementia — early disinhibition, socially inappropriate behavior, and executive dysfunction with relative sparing of episodic memory in a younger adult is the classic bvFTD presentation. | C. Early-onset Alzheimer disease — insidious behavioral change in a 58-year-old is most commonly early-onset AD. | D. Personality disorder — disinhibition, impulsivity, and boundary violations reflect a longstanding personality pattern rather than a new neurological process.",B,"Behavioral-variant frontotemporal dementia — early disinhibition, socially inappropriate behavior, and executive dysfunction with relative sparing of episodic memory in a younger adult is the classic bvFTD presentation.","Bipolar by default, Most common = correct, and Personality disorder by default are three forms of the same error: assigning a functional psychiatric diagnosis before considering neurodegeneration. FTD is the dementia of younger adults, presenting with behavior and personality change or progressive language, while sparing episodic memory early — the exact opposite of Alzheimer.","Frontotemporal dementia: younger onset, behavioral disinhibition or progressive language first, episodic memory spared early — the signature that separates it from Alzheimer.",t_neurocog.md — Frontotemporal — younger onset with early personality/behavior change or progressive aphasia; memory relatively spared early.
qb_cog_012,attested,neurocog,sba,2,False,dx;safety,t_geri.md,"A 74-year-old woman with no prior psychiatric history is brought to the emergency department by her family. She has developed, over the past month, a fixed belief that her neighbors are poisoning her food and has stopped eating. She is alert, coherent, and oriented. There is no mood disturbance. Which is the most important next step?","A. Diagnose late-onset schizophrenia — paranoid delusions in late life unexplained by a mood disorder represent a primary psychotic illness. | B. Start an antipsychotic immediately — the refusal to eat constitutes an acute safety emergency requiring empirical treatment. | C. Reassure the family that paranoid ideation is a normal variant of cognitive aging. | D. Conduct a medical workup to exclude organic causes of new-onset psychosis — including delirium, medication effect, CNS lesion, metabolic derangement, and autoimmune encephalitis — before establishing a primary psychiatric diagnosis.",D,"Conduct a medical workup to exclude organic causes of new-onset psychosis — including delirium, medication effect, CNS lesion, metabolic derangement, and autoimmune encephalitis — before establishing a primary psychiatric diagnosis.","Psychosis = schizophrenia, Treat before diagnosis, and Face-value reassurance all skip the foundational step. New-onset psychosis in an older adult without a prior psychiatric history is a medical emergency until proven otherwise. The differential includes delirium, CNS lesion, metabolic cause, autoimmune encephalitis, and medication-induced psychosis — all requiring workup before a primary psychotic diagnosis is made.",New psychosis in an older adult is a medical emergency until proven otherwise — work up before labeling or treating.,t_geri.md 'High-yield pearls' — New psychosis in an older adult is delirium or a medical cause until proven otherwise.
qb_cog_013,attested,neurocog,sba,2,False,next-step,catatonia.md,"A 35-year-old man with bipolar disorder screens positive for catatonia on the Bush-Francis Catatonia Rating Scale — he is mute, maintains awkward arm postures for extended periods, and stares past the examiner. The team has appropriately held the antipsychotic. What is the indicated next step?",A. Administer a lorazepam challenge (IV or IM) — meaningful improvement in catatonic signs after benzodiazepines supports the diagnosis and begins treatment; benzodiazepines are first-line for catatonia. | B. Initiate a clozapine trial — persistent psychiatric symptoms after stopping the antipsychotic indicate a need for a clozapine evaluation. | C. Restart the antipsychotic at a lower dose — catatonic symptoms worsen without dopamine blockade and the patient needs partial antipsychotic coverage. | D. Apply soft restraints and obtain an urgent head CT to rule out structural causes before proceeding with any treatment.,A,Administer a lorazepam challenge (IV or IM) — meaningful improvement in catatonic signs after benzodiazepines supports the diagnosis and begins treatment; benzodiazepines are first-line for catatonia.,"Clozapine for catatonia, Restart antipsychotic, and Restraint before treatment all defer or undermine first-line treatment. The catatonia source states: 'A test dose of lorazepam is both a diagnostic maneuver and the start of treatment — a meaningful, often rapid improvement supports the diagnosis and predicts response.' Benzodiazepines are first-line; ECT is for benzodiazepine-refractory or malignant catatonia.",After positive catatonia screen + holding the antipsychotic → lorazepam challenge next: both diagnostic and therapeutic.,catatonia.md 'The lorazepam challenge' — A test dose of lorazepam (IV or IM) is both a diagnostic maneuver and the start of treatment; meaningful improvement after the challenge supports the diagnosis and predicts benzodiazepine response. Benzodiazepines are first-line; ECT is for benzodiazepine-refractory or malignant catatonia.
qb_cog_014,attested,neurocog,two-tier,3,False,safety,catatonia.md,"A 29-year-old woman with schizophrenia has been mute and posturing for 2 days. Today she is found febrile to 39.6°C, diaphoretic, hypotensive, with lead-pipe rigidity and a markedly elevated CK. Her antipsychotic was increased yesterday. Best next step?","A. Administer additional lorazepam challenge doses and observe on the psychiatric unit — the rigidity suggests catatonic stupor responding to benzodiazepines. | B. Increase the antipsychotic — this is a catatonic variant of treatment-resistant psychosis requiring more aggressive dopamine blockade. | C. Stop all antipsychotics immediately, transfer to a medical unit for hemodynamic monitoring and supportive care, and obtain urgent psychiatric and neurology consultation — ECT should be considered for malignant or refractory catatonia. | D. Treat empirically for sepsis — fever, hypotension, and elevated CK indicate bacterial infection requiring antibiotics.",C,"Stop all antipsychotics immediately, transfer to a medical unit for hemodynamic monitoring and supportive care, and obtain urgent psychiatric and neurology consultation — ECT should be considered for malignant or refractory catatonia.","Underestimate the emergency and Agitation = antipsychotic are the two clinical catastrophes. This is NMS/malignant catatonia: fever, autonomic instability, lead-pipe rigidity, elevated CK after antipsychotic escalation. The correct sequence is stop all antipsychotics, transfer to a medical unit for hemodynamic monitoring, continue lorazepam — benzodiazepines remain first-line pharmacotherapy for malignant catatonia while ECT is arranged — and pursue ECT emergently if the patient does not rapidly improve; the error in option A is observation on the psychiatric unit, not the lorazepam, and certainly not more antipsychotic.","Malignant catatonia overlaps with NMS: fever + rigidity + elevated CK + autonomic instability after antipsychotic exposure — stop antipsychotics, transfer to medical, and consider ECT urgently.","catatonia.md — The emergency you must never miss is malignant catatonia: autonomic instability, hyperthermia, and rigidity that clinically overlaps with neuroleptic malignant syndrome (NMS). ECT is the treatment for severe, malignant, or benzodiazepine-refractory catatonia and should not be delayed when the patient is deteriorating."
qb_cog_015,attested,neurocog,sba,2,False,pharm,t_neurocog.md,An 82-year-old man with moderate-to-severe Alzheimer disease is currently on donepezil 10 mg daily. His neurologist asks the student to identify what pharmacotherapy optimization is supported by evidence for this stage of disease.,A. Increase donepezil to the maximum tolerated dose — dose escalation of cholinesterase inhibitors alone is the evidence-based approach for moderate-to-severe disease. | B. Add memantine — combination of a cholinesterase inhibitor and memantine (NMDA antagonist) is the evidence-based pharmacotherapy for moderate-to-severe Alzheimer disease. | C. Switch to a rivastigmine patch — transdermal delivery is more effective than oral donepezil in advanced disease. | D. Start a monoclonal anti-amyloid antibody — these agents are now standard of care for all stages of Alzheimer.,B,Add memantine — combination of a cholinesterase inhibitor and memantine (NMDA antagonist) is the evidence-based pharmacotherapy for moderate-to-severe Alzheimer disease.,"Dose escalation alone and Newer = better in two forms. For mild-to-moderate AD, cholinesterase inhibitors alone are the standard. For moderate-to-severe AD, adding memantine is the evidence-based optimization. Anti-amyloid antibodies are specialist-initiated, amyloid-confirmed, and restricted to early disease.",Cholinesterase inhibitors for mild-to-moderate AD; add memantine for moderate-to-severe disease.,"t_neurocog.md 'Acute inpatient management' — Cognitive symptoms: cholinesterase inhibitors (donepezil, rivastigmine, galantamine) for mild–moderate Alzheimer/Lewy body disease; add memantine (NMDA antagonist) for moderate–severe disease."
qb_cog_016,attested,neurocog,sba,3,True,dx,t_geri.md,"A 73-year-old woman with recurrent major depression (last treated 5 years ago) is referred for cognitive evaluation after 3 months of 'memory problems.' On formal cognitive testing she scores in the impaired range on delayed recall but consistently answers 'I don't know' rather than confabulating; she is slow to initiate answers and appears effortfully disengaged. She remains alert and attentive, and scores 22 on the PHQ-9. Most appropriate next step?","A. Diagnose major neurocognitive disorder — the cognitive test scores confirm a dementia syndrome independent of mood. | B. Start a cholinesterase inhibitor — the episodic memory impairment indicates Alzheimer-spectrum disease requiring pharmacotherapy. | C. Order an amyloid PET scan — direct amyloid visualization definitively distinguishes depression-associated cognitive impairment from Alzheimer disease. | D. Prioritize treatment of the depressive episode and reassess cognitive function after remission — the pattern of 'I don't know' responses, effortful disengagement, and a PHQ-9 of 22 is consistent with pseudodementia that may resolve with antidepressant treatment.",D,"Prioritize treatment of the depressive episode and reassess cognitive function after remission — the pattern of 'I don't know' responses, effortful disengagement, and a PHQ-9 of 22 is consistent with pseudodementia that may resolve with antidepressant treatment.","Scores = diagnosis, Treat the number not the patient, and Jump to advanced imaging all bypass the pseudodementia maneuver. 'I don't know' responses with effortful disengagement and preserved alertness — rather than confabulation and unawareness — is the clinical signature of depression-associated cognitive impairment (Caine 1981). The correct next step is antidepressant treatment and follow-up cognitive assessment.",Pseudodementia: 'I don't know' with effortful disengagement and preserved alertness — treat the depression first and reassess cognition; scores may fully normalize.,"t_geri.md — Depression can masquerade as cognitive impairment — the pseudodementia presentation (Caine 1981), where patients say 'I don't know' rather than confabulate, show effortful disengagement, and improve cognitively when mood is treated."
qb_saf_003,attested,safety,sba,1,True,safety,pg_suicide.md,"A 22-year-old man is admitted following a suicide attempt by acetaminophen overdose. When the student asks about means restriction, he asks only: 'Do you have access to anything dangerous at home?' The patient answers 'no.' The attending asks what a complete means safety assessment requires. Which response is best?","A. Ask the patient if he feels safe returning home — a verbal assurance of safety constitutes adequate means restriction documentation. | B. Ask specifically about firearms, stockpiled medications, sharps and ligatures, and who will remove or secure each item — then ask how it will be confirmed before discharge. | C. Have the patient and family sign a no-harm contract — a signed document constitutes the means safety plan. | D. Document 'means safety discussed' in the note — documenting the discussion fulfills the clinical obligation.",B,"Ask specifically about firearms, stockpiled medications, sharps and ligatures, and who will remove or secure each item — then ask how it will be confirmed before discharge.","Face-value reassurance and Document and continue are both documentation traps. Means safety requires asking by item — firearms, stockpiled medications, sharps, ligatures, and the patient-specific methods the presentation revealed — and confirming who will secure them and how the team will know it happened. A general safety question or a no-harm contract does not accomplish this.","Means safety = ask by item (firearms, medications, sharps), name who will secure them, and confirm how the team will know.",pg_suicide.md 'Means Safety' — Ask specifically. Do not say only 'we discussed safety.' Include: Firearms. Stockpiled medication. Sharps or ligatures when relevant. Who will remove/secure means. How it will be confirmed.
qb_saf_004,attested,safety,sba,1,True,safety;dx,pg_suicide.md,A 45-year-old man with schizophrenia and two prior suicide attempts is admitted for worsening command hallucinations telling him to jump. He is calm on exam; he reports the voices are 'quieter today' and denies current intent. Which statement best reflects how to frame his suicide risk?,"A. His current denial of suicidal intent indicates low acute risk — patient self-report is the most reliable indicator of imminent safety. | B. His prior attempts are the most important factor and define his overall risk level — chronic factors drive the primary assessment. | C. His schizophrenia diagnosis independently elevates his risk to high — a psychiatric diagnosis drives the risk classification. | D. Separate chronic risk (prior attempts, schizophrenia — the floor) from acute risk (active command hallucinations — the current target); the formulation must address both tiers and identify the modifiable acute drivers.",D,"Separate chronic risk (prior attempts, schizophrenia — the floor) from acute risk (active command hallucinations — the current target); the formulation must address both tiers and identify the modifiable acute drivers.","Denies SI = low risk in two forms and Diagnosis = high risk all produce single-tier formulations that miss the key structure. Risk formulation separates the chronic floor (prior attempts, schizophrenia) from the acute drivers (command hallucinations, current voices) that are the admission's targets. Command hallucinations are explicitly listed as an acute risk factor; denial of intent does not neutralize them.",Separate chronic and acute risk — prior attempts and a psychiatric diagnosis set the floor; command hallucinations and current intent are the acute targets.,pg_suicide.md 'Separate Chronic And Acute Risk' — Acute risk: current intent or plan; psychosis or command hallucinations. Chronic risk: prior attempts; chronic psychiatric illness.
qb_saf_005,attested,safety,sba,2,False,safety,pg_suicide.md,A 38-year-old woman is admitted after a near-lethal suicide attempt. She has three young children and is an ICU nurse. A student notes 'strong family ties and professional identity' as protective factors and proposes these substantially mitigate her acute risk. The attending asks the student to refine this reasoning. Which statement is most accurate?,A. The number of protective factors is inversely proportional to acute risk — more factors reliably indicate lower risk. | B. Protective factors matter only if they are credible and available during the risk window — a family connection that is geographically unavailable during a crisis does not reduce risk at that moment. | C. Professional status significantly reduces suicide risk — healthcare workers have lower rates of completed suicide than the general population. | D. Protective factors and acute risk factors can be numerically compared — strong protective factors offset recent preparatory behavior in the calculation.,B,Protective factors matter only if they are credible and available during the risk window — a family connection that is geographically unavailable during a crisis does not reduce risk at that moment.,"Face-value reassurance appears throughout. Protective factors are not protective if they are geographically distant, unavailable, or theoretically present but non-operative during the crisis. Healthcare worker status does not protect against suicide. The page states explicitly: 'Protective factors are not magic. They matter only if they are credible and available during the risk window.'","Protective factors matter only if they are credible and available during the risk window — not as a list, but as real-time assets.",pg_suicide.md — Protective factors are not magic. They matter only if they are credible and available during the risk window.
qb_saf_006,attested,safety,sba,2,False,safety;next-step,pg_suicide.md,"A student is asked to draft the safety note for a patient admitted with active suicidal ideation, a stated plan, and unsecured firearm access. Which of the following best illustrates strong safety documentation?","A. ""Patient endorses suicidal ideation — reviewed risks and benefits of hospitalization, patient agrees to continued treatment."" | B. ""Denies SI/HI. No acute safety concerns."" | C. ""Acute suicide risk elevated due to active plan, persistent insomnia, escalating alcohol use, and firearm access not yet confirmed secured; chronic risk elevated by prior attempt and family history; modifiable targets include means restriction and substance stabilization; continued inpatient care indicated."" | D. ""Patient stated: 'I want to die and I have a gun at home.' Verbatim suicidal statement documented per policy.""",C,"""Acute suicide risk elevated due to active plan, persistent insomnia, escalating alcohol use, and firearm access not yet confirmed secured; chronic risk elevated by prior attempt and family history; modifiable targets include means restriction and substance stabilization; continued inpatient care indicated.""","Document and continue, Denies SI = low risk, and Quotes = documentation all replace formulation with something easier to write. Strong safety documentation names chronic factors, acute drivers, protective factors with limits, modifiable targets, and the current plan. 'Denies SI/HI. No acute safety concerns.' is the example the page uses for the weakest possible documentation.",Strong safety documentation = chronic factors + acute drivers + protective factors with limits + modifiable targets + current plan — not 'denies SI/HI.',"pg_suicide.md 'Documentation Sentence' — Strong: [detailed formulation with acute risk factors, chronic risk, means safety status, and plan]. Weak: 'Denies SI/HI. No acute safety concerns.'"
qb_saf_007,attested,safety,sba,2,False,safety;next-step,pg_suicide.md,A 19-year-old woman is brought to the inpatient unit after a self-reported suicide attempt. On arrival she is visibly intoxicated with alcohol. The student is attempting to complete an initial risk assessment. Which of the following best describes the correct approach?,"A. Escalate to the attending immediately — intoxication is an explicit escalation trigger; a reliable risk assessment cannot be completed while she is intoxicated, and medical monitoring is required. | B. Complete the risk assessment now — gathering history while the patient can still speak is more important than waiting for sobriety. | C. Document 'unable to assess due to intoxication' and defer further evaluation to the morning team. | D. Reassure the patient that alcohol often exaggerates suicidal statements and that a full assessment in the morning will clarify her actual risk level.",A,"Escalate to the attending immediately — intoxication is an explicit escalation trigger; a reliable risk assessment cannot be completed while she is intoxicated, and medical monitoring is required.","Assess before escalate and Face-value reassurance both produce the same error: treating an escalation trigger as a reason to delay action. Intoxication is explicitly listed on the card as 'what to escalate immediately.' Document and continue creates an unmonitored gap. The correct approach is immediate attending notification, with the formal risk assessment deferred to sobriety.",Intoxication during active suicidal ideation is an escalation trigger — notify the attending now; complete the formal risk assessment after sobriety.,pg_suicide.md 'What To Escalate Immediately' — Intoxication or withdrawal.
qb_saf_008,attested,safety,sba,1,False,safety,pg_suicide.md,A medical student is alone with a patient who says: 'I feel so much better — can you put in a good word with the team about going home today?' The student has not been briefed on this patient's risk. Which response is most appropriate?,"A. Affirm to the patient that she appears improved and will relay this to the team, then complete a brief suicide screen to provide the team with an update. | B. Explain that discharge is the team's decision, then complete and document a formal suicide risk assessment in the medical record based on this conversation. | C. Reassure the patient that the team is working toward discharge and provide the hospital's crisis line number. | D. Tell the patient that discharge is the team's decision and that you will let the attending know she wants to discuss it — then inform the team promptly.",D,Tell the patient that discharge is the team's decision and that you will let the attending know she wants to discuss it — then inform the team promptly.,"Student clears patient in two forms — direct affirmation and independent documentation — both cross the role boundary. The student's role is to ask, observe, and report to the team — not to clear a patient for discharge or to produce an independent safety assessment. Reassure and defer leaves the student in a limbo of implied endorsement without any supervisory loop.","Students can ask, observe, and report to the team — they cannot independently clear a patient for discharge or conduct a solo risk assessment.",pg_suicide.md 'Student Role' — You cannot: Clear a patient for discharge independently.
qb_saf_009,attested,safety,sba,2,True,safety;management,agitation.md,"A patient placed in physical restraints 4 hours ago following an agitation episode is now calm, cooperative, and asking to be released. His nurse pages the on-call student. Which of the following best reflects the correct management principle?","A. Continue the restraints through the end of the shift to ensure safety is maintained across the nursing team handoff. | B. Notify the attending immediately — the patient's calm state and request to be released require prompt reassessment; restraints must be discontinued as soon as the patient is safe, not held to shift end. | C. Ask the patient to demonstrate he can remain calm for 30 minutes, then release him and document the trial. | D. Since the original physician order is still active, no action is needed until the order expires.",B,"Notify the attending immediately — the patient's calm state and request to be released require prompt reassessment; restraints must be discontinued as soon as the patient is safe, not held to shift end.","Restraint as stability in two forms and Order = permission both treat the order as a static permission. Restraint is a time-limited safety measure requiring a physician order, continuous monitoring, and discontinuation the moment the patient is safe — the page explicitly states 'not the end of a shift.' The student's correct action is immediate attending notification so the reassessment can happen.","Restraints require time-limited orders, continuous monitoring, and discontinuation as soon as the patient is safe — not the end of a shift.","agitation.md 'Restraint and seclusion' — They require a time-limited physician order, close and continuous monitoring, and discontinuation the moment the patient is safe — not the end of a shift."
qb_saf_010,attested,safety,sba,2,False,safety;psychosocial,agitation.md,A team is debriefing after a physical restraint episode involving a Black patient on the inpatient unit. A student asks what the published evidence shows about racial disparities in restraint use in inpatient psychiatry. Which statement correctly reflects the data?,"A. Black patients are restrained at similar rates to White patients after adjusting for clinical acuity — the apparent disparity is explained by severity of presentation. | B. Black patients are more likely to receive verbal de-escalation before physical restraint — the data show greater resource deployment, not disparity. | C. Black patients face roughly 1.85× the adjusted odds of a restraint event on inpatient psychiatric units — this disparity is a quality-of-care issue, not an acuity artifact. | D. Joint Commission non-discrimination standards adopted in 2015 have eliminated racial disparities in restraint use.",C,"Black patients face roughly 1.85× the adjusted odds of a restraint event on inpatient psychiatric units — this disparity is a quality-of-care issue, not an acuity artifact.","No disparity exists in three forms. The page explicitly states: 'Black patients face roughly 1.85× the adjusted odds of a restraint event on inpatient psychiatric units (Singal et al., Psychiatric Services 2024), and higher adjusted odds of physical and chemical restraint during emergency psychiatric evaluation in the ED as well (aOR ~1.35; Smith et al., Psychiatric Services 2022) — that disparity is a quality-of-care issue, not a footnote.' This is the only data point cited on the page for this topic and is explicitly framed as belonging in a post-restraint debrief.",Black patients face ~1.85× the adjusted odds of a restraint event on inpatient psychiatric units — a quality-of-care disparity that belongs in every post-restraint debrief.,"agitation.md 'Restraint and seclusion' — Black patients face roughly 1.85× the adjusted odds of a restraint event on inpatient psychiatric units (Singal et al., Psychiatric Services 2024), and higher adjusted odds of physical and chemical restraint during emergency psychiatric evaluation in the ED as well (aOR ~1.35; Smith et al., Psychiatric Services 2022) — that disparity is a quality-of-care issue, not a footnote."
qb_saf_011,attested,safety,relational,1,False,safety;psychosocial,agitation.md,"A patient with mania is pacing loudly in the hallway, slamming cabinet doors, and making hostile comments toward staff. He has not made a direct threat or moved toward anyone. You are the student and the first person to encounter him. Which response is best?","A. Signal a nearby staff member that you are approaching, then step calmly into the hallway — not blocking his exit — introduce yourself and acknowledge his frustration: 'I can see you're really upset right now. What's going on?' Then offer a choice of where to speak. | B. Return to the nursing station and request an involuntary IM medication order before approaching, so the team is ready to intervene. | C. Stand in the doorway and firmly instruct him to return to his room or further action will be taken. | D. Alert the restraint team and position staff at the hallway exits in case the patient escalates.",A,"Signal a nearby staff member that you are approaching, then step calmly into the hallway — not blocking his exit — introduce yourself and acknowledge his frustration: 'I can see you're really upset right now. What's going on?' Then offer a choice of where to speak.","Agitation = antipsychotic, Commands over choices, and Restraint first are three forms of reaching for escalation before de-escalation. The Project BETA framework starts with calm presence, acknowledgment, genuine choices, and listening. The student also needs to stay near the exit and never block the patient's — personal safety and de-escalation are not competing goals. A student encountering an agitated patient should signal a staff member before engaging — personal safety and de-escalation are complementary, not competing goals.",Calm presence + acknowledging distress + offering choices = the first move in de-escalation; stay near your exit and never block the patient's.,"agitation.md 'Verbal de-escalation, first' — The Project BETA de-escalation framework (Richmond et al. 2012) centers respect, simple boundaries, listening, and offering choices rather than issuing commands."
qb_saf_012,attested,safety,two-tier,3,False,safety;next-step,agitation.md,"A 67-year-old man with no psychiatric history, admitted for pneumonia, begins shouting at night and pulling at his oxygen tubing. He is combative with staff. The on-call resident asks the student how to approach this. What is the most appropriate first frame?","A. Start an antipsychotic immediately and then search for the cause — treating the agitation reduces the risk of self-harm while the workup proceeds. | B. Initiate a CIWA-Ar protocol — nighttime agitation in an older admitted patient is most likely alcohol withdrawal. | C. Apply soft restraints and then assess — the agitation puts both the patient and staff at immediate risk. | D. Name the question: 'What is driving this agitation?' — systematic evaluation for delirium, substance withdrawal, medication effects (akathisia, steroids), pain, hypoxia, urinary retention, and fear must precede any pharmacologic decision.",D,"Name the question: 'What is driving this agitation?' — systematic evaluation for delirium, substance withdrawal, medication effects (akathisia, steroids), pain, hypoxia, urinary retention, and fear must precede any pharmacologic decision.","Agitation = antipsychotic, It's just withdrawal, and Restraint first all skip cause-finding. Agitation is a symptom. The standard is to name the driver — delirium, withdrawal, akathisia, pain, hypoxia, retention, fear — before selecting an intervention. Pharmacotherapy, if needed, then matches the cause.",Agitation is always a symptom — name the driver before selecting the intervention; the treatment should match the cause.,"agitation.md 'Find the driver' — Before you decide what to do, ask what is producing this. The usual drivers are delirium, intoxication or withdrawal, an acute psychotic or manic process, akathisia, unrelieved pain, and a fear or trauma response. 'High-yield pearls' — Agitation is a symptom — always ask 'what is driving this?' before 'what do we give?'"
qb_sud_003,attested,substance,sba,1,True,safety,t_sud.md,A 57-year-old man with severe alcohol use disorder is admitted through the ED with altered mental status. The nurse establishes IV access and is preparing to infuse D5W. He appears malnourished and confused. Which step must occur before the glucose infusion is started?,A. Start a CIWA-Ar protocol — the altered mental status indicates active alcohol withdrawal requiring immediate benzodiazepine dosing. | B. Obtain a CT head to exclude intracranial pathology before administering any fluids. | C. Administer IV thiamine before or together with the glucose-containing fluids — carbohydrate loading in a thiamine-depleted patient can precipitate Wernicke encephalopathy. | D. Confirm blood alcohol level — management depends on whether the AMS is from intoxication or withdrawal.,C,Administer IV thiamine before or together with the glucose-containing fluids — carbohydrate loading in a thiamine-depleted patient can precipitate Wernicke encephalopathy.,"It's just withdrawal and Imaging before treatment both bypass the cheap, time-critical intervention: thiamine given before or together with the glucose. Wernicke encephalopathy — confusion, ophthalmoplegia, ataxia — can be precipitated when carbohydrate is infused into a thiamine-depleted nervous system. Here the D5W is routine maintenance and nothing is lost by giving thiamine with it. Read the rule correctly, though: in symptomatic hypoglycemia the dextrose goes in immediately and the thiamine goes in with it, because delayed correction of hypoglycemia causes its own neuronal injury.",Thiamine before or with glucose in any malnourished or alcohol-dependent patient — but never delay emergent dextrose for documented hypoglycemia; give thiamine alongside.,"t_sud.md — Give thiamine before or with glucose; administering carbohydrate to a thiamine-depleted patient can precipitate Wernicke encephalopathy, and the sequencing never justifies withholding emergency dextrose."
qb_sud_004,attested,substance,sba,1,True,management,t_sud.md,A 46-year-old woman is admitted for alcohol detoxification. Her CIWA-Ar score is 16 on admission. A nurse asks how benzodiazepines should be dosed for alcohol withdrawal management on this unit. Which approach is correct?,A. Symptom-triggered dosing guided by serial CIWA-Ar scores — administer benzodiazepines when the score crosses a threshold and escalate monitoring for seizure or delirium tremens risk. | B. A fixed-schedule taper starting at maximum dose for 5 days regardless of symptoms — scheduled dosing prevents breakthrough withdrawal. | C. Administer benzodiazepines only if a seizure occurs — prophylactic dosing is not supported by evidence. | D. Use a non-benzodiazepine anticonvulsant such as phenobarbital as first-line — benzodiazepines are contraindicated in alcohol withdrawal due to cross-tolerance.,A,Symptom-triggered dosing guided by serial CIWA-Ar scores — administer benzodiazepines when the score crosses a threshold and escalate monitoring for seizure or delirium tremens risk.,"Scheduled over symptom-triggered, Underestimate the emergency, and Contraindication confusion are all active. Symptom-triggered CIWA-Ar–guided benzodiazepine dosing is the standard for alcohol withdrawal — it provides treatment when needed, avoids over-sedation, and maintains vigilance for the lethal end of the spectrum (seizures, delirium tremens).","Alcohol withdrawal: CIWA-Ar–driven, symptom-triggered benzodiazepines — escalate monitoring for seizure and DT risk.","t_sud.md — For alcohol withdrawal, score serially with the CIWA-Ar and treat symptom-driven with benzodiazepines, escalating vigilance for seizures and delirium tremens in high-risk patients."
qb_sud_005,attested,substance,sba,2,False,management;next-step,t_sud.md,"A 28-year-old man with opioid use disorder requests buprenorphine. He last used heroin 5 hours ago and reports mild cramping but looks comfortable. His COWS score is 5. He says, 'I'm ready to start — please give it now.' What is the most appropriate response?",A. Start buprenorphine now — early induction prevents relapse and meeting the patient's readiness is clinically more important than withdrawal scoring. | B. Wait until objective withdrawal is established (COWS roughly ≥8–12) before initiating buprenorphine induction — this is required to avoid precipitating withdrawal. | C. Administer a test dose of buprenorphine 0.5 mg and observe for 30 minutes — a small test dose avoids precipitated withdrawal. | D. Refuse buprenorphine and offer clonidine instead — clonidine is safer in the early withdrawal window.,B,Wait until objective withdrawal is established (COWS roughly ≥8–12) before initiating buprenorphine induction — this is required to avoid precipitating withdrawal.,"Comfort-first induction in two forms is the central trap. Buprenorphine is a partial agonist with high receptor affinity — it displaces full agonists. If taken before sufficient withdrawal, it precipitates sudden, severe withdrawal. The COWS threshold (≥8–12) ensures residual full agonist has cleared enough receptors that induction is safe.","COWS ≥8–12 before buprenorphine induction — the scoring threshold prevents precipitated withdrawal, not patient readiness.",t_sud.md — Begin buprenorphine induction only once objective withdrawal is present (roughly COWS ≥8 to 12) to avoid precipitated withdrawal from displacing residual full agonist too early.
qb_sud_006,attested,substance,sba,2,False,dx,t_sud.md,"A 34-year-old woman with cocaine use disorder presents with elevated mood, decreased need for sleep, pressured speech, and grandiosity beginning 2 days after she used cocaine heavily. The team wants to document a diagnosis of bipolar I disorder. Which statement best characterizes the diagnostic approach?","A. Bipolar I disorder should be diagnosed — the clinical picture is classic and the cocaine use is a separate comorbidity. | B. Stimulant-induced mood disorder is the only possible diagnosis — patients with SUD cannot be diagnosed with primary bipolar disorder. | C. The decreased sleep alone confirms a manic episode distinct from stimulant effects. | D. A primary psychiatric diagnosis cannot be reliably established while the patient is within the acute intoxication or withdrawal window — stabilize medically, allow clearance, then reassess.",D,"A primary psychiatric diagnosis cannot be reliably established while the patient is within the acute intoxication or withdrawal window — stabilize medically, allow clearance, then reassess.","Diagnose through intoxication and SUD excludes comorbidity are the two opposing errors. The standard is clear: co-occurring psychiatric illness is the rule in SUD, but you cannot reliably diagnose a primary mood or psychotic disorder while the patient is acutely intoxicated or withdrawing — the symptoms are indistinguishable. Stabilize first, then reassess.","No primary psychiatric diagnosis while acutely intoxicated or withdrawing — stabilize first, then reassess.",t_sud.md — You cannot reliably diagnose a primary mood or psychotic disorder while the patient is acutely intoxicated or withdrawing.
